state,county,city,zip_code,total_population,total_population_2024,median_age,housing_units,median_gross_rent,median_home_value,median_household_income,white_population,black_population,american_indian_alaska_native_population,asian_population,hispanic_latino_population,foreign_born_population,total_moved_last_year,moved_from_different_state,moved_from_abroad,average_price,average_beds,average_baths,average_sqft,num_listings
CO,Douglas County,Parker,80134,73165,75383,36.9,26786,1786,508500,124825,60219,1784,247,5072,7656,3068,72525,60287,4748,734213.7804878049,3.609756097560976,3.414634146341464,3003.292682926829,41
CO,Arapahoe County,Aurora,80013,75525,73870,35.9,26595,1745,355500,86266,47640,10225,374,5082,18035,5056,74601,64459,5724,450697.56097560975,3.1219512195121952,2.365853658536585,1782.1707317073171,41
CO,Arapahoe County,Aurora,80015,71786,72841,38.2,24706,1865,430100,108577,50292,6280,593,5557,10499,3398,70805,62147,4167,579343.9024390244,3.7560975609756095,2.975609756097561,2576.3414634146343,41
CO,Arapahoe County,Aurora,80016,63013,64842,39.2,22657,1810,593200,131250,45592,4124,68,6536,6311,2478,62445,53397,4826,878502.1951219512,3.7,3.7804878048780486,3899.0731707317073,41
CO,Denver County,Denver,80219,67393,64696,33.1,22955,1273,335000,56441,44053,1105,1009,1371,47267,10822,66542,61580,2529,501832.9024390244,3.657894736842105,1.8205128205128205,1479.871794871795,41
CO,Weld County,Greeley,80634,60350,62001,38.3,24045,1351,327200,79190,49569,654,704,792,17208,2347,59660,50514,5208,451588.7073170732,3.575,2.675,2406.65,41
CO,Weld County,Longmont,80504,58675,60527,39.6,21699,1690,429300,100223,49112,419,363,1689,12535,2317,58055,49512,3371,697083.9024390244,3.725,3.075,2728.375,41
CO,Adams County,Commerce City,80022,57154,58681,32.4,18186,1403,356400,81746,39898,2907,593,1023,31323,5774,56351,47820,3976,502169.756097561,3.268292682926829,2.731707317073171,2143.0731707317077,41
CO,Adams County,Denver,80229,56484,55929,32.0,19967,1473,294300,67268,36645,645,1086,2128,31633,7816,55733,45455,6315,385181.512195122,2.75,2.1707317073170733,1489.2682926829268,41
CO,Larimer County,Fort Collins,80525,54980,55315,36.4,23765,1525,443400,81531,47220,772,437,1367,5802,1871,54480,42072,6873,578763.3902439025,3.268292682926829,2.731707317073171,2191.560975609756,41
CO,Weld County,Greeley,80631,55089,54346,27.9,18319,985,238200,45518,42274,2166,418,596,28844,6185,54534,42910,5096,505514.9268292683,4.078947368421052,2.6052631578947367,2075.153846153846,41
CO,Broomfield County,Broomfield,80020,53210,53475,38.4,21111,1802,427000,103204,44066,481,265,3155,8585,2119,52742,44355,1874,817105.7804878049,3.58974358974359,3.1538461538461537,2692.230769230769,41
CO,Arapahoe County,Aurora,80012,51796,52741,33.4,19793,1439,311900,61380,23457,12156,751,3254,17656,8750,51230,38096,5941,355574.9024390244,2.756097560975609,2.1219512195121952,1482.7073170731708,41
CO,Adams County,Aurora,80011,52248,52633,32.1,18358,1382,292100,60117,24485,9803,512,3044,24985,10339,51530,42239,2765,388872.8780487805,3.5,2.3,1602.275,41
CO,El Paso County,Colorado Springs,80918,48404,49218,35.3,19974,1324,326400,74644,38881,2142,322,997,7570,1256,47995,38661,4797,451531.9756097561,3.1951219512195124,2.8536585365853657,2113.414634146341,41
CO,Larimer County,Loveland,80538,49879,48929,41.5,20962,1512,374100,78698,45373,450,78,539,6744,952,49494,43222,3100,566425.4634146341,3.6666666666666665,2.769230769230769,2323.475,41
CO,Adams County,Denver,80233,47810,48694,33.8,17721,1649,352200,78324,35912,1414,346,1166,15938,3163,47301,38907,4773,430796.31707317074,3.5121951219512195,2.5121951219512195,1914.341463414634,41
CO,Denver County,Denver,80239,46465,46450,30.9,13815,1587,312500,74011,17953,8341,960,1486,29213,8448,45916,38773,2827,362776.0731707317,3.125,2.375,1629.625,41
CO,Jefferson County,Littleton,80123,46816,45388,40.2,19579,1709,453800,97163,40026,504,308,2667,6387,1191,46295,40444,1992,761174.8780487805,3.358974358974359,2.85,2420.875,41
CO,Larimer County,Fort Collins,80526,44566,44478,31.6,19322,1417,414200,73526,38677,499,260,1240,4937,1237,44231,35822,4615,547403.4634146341,3.263157894736842,2.6842105263157894,2253.4210526315787,41
CO,Jefferson County,Littleton,80127,44417,44235,44.5,17390,1862,499700,121798,38948,326,112,1030,4353,1104,44104,39020,2119,798765.4634146341,3.6666666666666665,3.333333333333333,2774.076923076923,41
CO,Douglas County,Littleton,80126,44148,43691,41.7,16221,1988,581500,143861,38797,403,126,2477,3254,968,43753,39239,1333,925480.487804878,3.658536585365854,3.463414634146341,3241.414634146341,41
CO,Larimer County,Loveland,80537,43256,43620,41.1,19882,1413,368000,77187,39197,117,226,303,4699,580,42957,35964,4206,675346.0975609756,3.5128205128205128,2.641025641025641,2439.475,41
CO,Boulder County,Longmont,80501,43615,43222,37.4,18530,1365,368000,69416,35367,625,354,789,13662,2926,43199,35132,3746,544458.5365853659,2.975609756097561,2.463414634146341,1892.121951219512,41
CO,Arapahoe County,Aurora,80010,43026,42892,32.0,14880,1153,313400,51196,18881,7008,669,2713,20959,11426,42428,33389,3226,498243.6097560976,3.5609756097560976,2.292682926829268,1868.9756097560976,41
CO,Jefferson County,Golden,80401,42397,42777,39.5,17319,1641,588800,105061,37842,540,260,1156,4466,1405,42094,32435,3263,1100768.2926829269,3.4871794871794872,3.075,3094.9,41
CO,Weld County,Windsor,80550,38494,41428,38.8,14763,1502,435600,109240,34208,174,197,743,3684,431,38272,32392,1878,602458.1463414634,3.615384615384616,2.8461538461538463,2688.3076923076924,41
CO,Adams County,Brighton,80601,40346,41062,34.5,13479,1427,367800,79216,30880,951,718,1072,14442,1580,39950,34291,3019,487020.5853658537,3.425,2.725,2254.675,41
CO,Adams County,Brighton,80602,39215,40886,38.2,12761,2234,509200,130101,29608,466,432,3051,8612,1594,38948,34780,2423,708800.0,3.634146341463415,3.097560975609756,3151.3658536585367,41
CO,Arapahoe County,Aurora,80017,40001,40299,32.4,14642,1462,313300,68945,18379,8700,178,2031,12515,5320,39503,32320,3523,351702.0975609756,2.682926829268293,2.365853658536585,1478.560975609756,41
CO,Adams County,Denver,80221,40741,40140,34.4,14531,1399,349800,71537,29659,732,495,559,23188,4193,40448,34411,2590,587706.7073170731,3.1707317073170733,2.341463414634146,1751.8048780487804,41
CO,El Paso County,Colorado Springs,80916,41087,39795,28.8,15155,1304,213800,53984,20783,6790,468,1353,15529,2787,40463,31794,4917,283348.6341463415,2.725,2.35,1497.725,41
CO,Denver County,Denver,80249,36640,39685,32.3,11849,1922,361500,85611,14361,12041,199,2575,14107,4479,36190,30702,1779,439364.4878048781,3.1219512195121952,2.731707317073171,2043.2926829268288,41
CO,Arapahoe County,Aurora,80014,39149,39024,40.5,19526,1525,320800,64175,26246,5464,250,3087,6507,3239,38683,32321,2730,373458.5365853658,2.365853658536585,2.268292682926829,1601.878048780488,41
CO,El Paso County,Colorado Springs,80906,38046,38732,38.6,16314,1389,422900,76965,30516,1453,619,1200,6318,930,37399,28908,4383,732182.9024390244,3.5526315789473686,3.026315789473684,2766.108108108108,41
CO,El Paso County,Colorado Springs,80920,38988,38727,36.3,14220,1728,375300,102356,33043,914,125,1884,3897,867,38530,31119,3355,562512.1951219512,3.6666666666666665,3.128205128205128,2506.897435897436,41
CO,Larimer County,Fort Collins,80524,37236,38711,36.6,16402,1395,407400,73959,31911,413,466,500,6868,1586,36890,31084,3122,642088.2926829269,3.45,3.15,2288.35,41
CO,Larimer County,Fort Collins,80521,37867,38200,23.5,15122,1250,426900,50712,31791,652,436,1368,4980,2049,37562,22372,5888,691839.0243902439,3.1052631578947367,2.236842105263158,1606.8684210526317,41
CO,Denver County,Denver,80210,38059,37792,35.2,17580,1683,685900,108508,31681,993,191,1340,4227,917,37721,30266,2656,1293343.9024390243,3.5365853658536586,3.1219512195121952,2671.3414634146343,41
CO,El Paso County,Colorado Springs,80909,37821,37113,35.9,16853,1039,264600,49965,28695,1932,443,496,7953,1011,37438,29760,5176,475390.2195121951,3.902439024390244,2.268292682926829,2080.7804878048782,41
CO,Jefferson County,Littleton,80128,37117,37061,39.8,14639,1750,445800,103594,32353,403,116,700,4748,409,36848,32779,1804,625592.6829268293,2.923076923076923,2.341463414634146,2360.951219512195,41
CO,Adams County,Westminster,80031,36835,36274,39.9,14844,1687,403900,90313,28084,552,506,2233,9699,1367,36539,30554,2288,555511.5365853659,3.1707317073170733,2.658536585365854,2252.609756097561,41
CO,Denver County,Denver,80220,37116,36236,37.6,17454,1404,575500,86466,25984,3558,277,1383,6972,2654,36762,30292,2856,860702.4146341464,3.175,2.341463414634146,1888.9024390243903,41
CO,Boulder County,Longmont,80503,36894,36235,42.2,15279,1699,572300,109585,32635,403,65,1684,4092,1612,36670,30289,2693,1102419.756097561,3.8536585365853657,3.365853658536585,3187.6341463414637,41
CO,Jefferson County,Arvada,80003,36790,36233,36.3,14576,1475,379800,73045,28938,877,325,1325,9453,1638,36378,31387,1817,480210.31707317074,2.925,2.2,1540.375,41
CO,Denver County,Denver,80211,36330,36187,33.8,19248,1646,582900,97658,28393,767,604,785,9033,1399,36008,27809,3768,916168.024390244,3.15,2.65,2010.15,41
CO,Douglas County,Parker,80138,34259,36113,40.9,12256,1718,538700,133095,30601,233,106,865,3913,951,34026,29060,1970,948890.0,4.105263157894737,3.615384615384616,4039.564102564103,41
CO,Arapahoe County,Englewood,80112,35144,36058,35.7,15730,1740,482500,98987,25749,1424,175,3716,3940,3228,34861,26205,3245,667905.731707317,3.024390243902439,2.951219512195122,2212.292682926829,41
CO,Jefferson County,Arvada,80004,35608,35349,42.7,15328,1480,450200,86144,31650,288,311,386,4395,530,35087,30948,2200,732485.3414634146,3.5609756097560976,2.926829268292683,2348.9756097560976,41
CO,Adams County,Denver,80260,35291,35309,30.4,12735,1350,144800,53845,24030,636,147,1078,21089,6181,34656,29129,3125,201046.31707317077,2.731707317073171,1.975609756097561,1244.2439024390244,41
CO,Jefferson County,Denver,80227,35296,35187,38.7,16182,1557,415600,74717,27808,821,422,1718,8916,1800,34891,29633,1960,487346.0731707317,2.875,2.2195121951219514,1925.6829268292684,41
CO,Jefferson County,Broomfield,80021,35337,35128,36.3,16650,1788,401200,86665,29791,273,299,1521,4254,948,35049,27170,2131,584256.4634146341,2.825,2.675,1738.15,41
CO,Douglas County,Castle Rock,80104,33991,35084,38.3,12947,1680,446300,108758,30180,191,145,526,2920,441,33671,27323,2388,809957.7073170731,3.609756097560976,3.414634146341464,3221.6585365853657,41
CO,El Paso County,Colorado Springs,80911,36496,35001,34.7,12708,1443,258000,70850,26677,2384,358,920,9301,534,36010,30216,2400,384246.31707317074,4.048780487804878,2.658536585365854,2094.6341463414637,41
CO,Weld County,Erie,80516,33291,34998,37.3,11496,2532,564500,134073,29225,18,45,1831,3132,1135,33046,27840,1387,768472.1951219512,3.682926829268293,3.317073170731707,3188.731707317073,41
CO,Jefferson County,Denver,80228,35091,34813,38.6,15456,1566,467800,99342,29739,339,168,1410,4967,979,34554,29407,1886,590089.0,2.902439024390244,2.707317073170732,2075.5853658536585,41
CO,Denver County,Denver,80204,33853,34534,32.9,16625,1432,446700,67255,22924,2447,325,529,15203,3466,33440,25523,3509,688771.9512195121,2.575,2.525,1544.425,41
CO,Denver County,Denver,80231,35168,34484,34.9,17746,1471,385400,69719,22627,5172,215,1804,6352,3862,34677,28049,1735,395024.39024390245,2.3,2.024390243902439,1578.9512195121952,41
CO,Pueblo County,Pueblo,81007,32991,34337,39.5,11852,1141,262900,75286,28759,405,308,347,10117,499,32684,30158,1476,378001.1951219512,3.852941176470588,2.647058823529412,2481.058823529412,41
CO,Denver County,Denver,80205,33805,34289,32.8,17237,1531,516900,79436,20800,5116,372,657,9024,1569,33387,25518,3857,703088.731707317,3.024390243902439,2.414634146341464,1625.4146341463415,41
CO,Boulder County,Louisville,80027,34423,34161,40.1,13473,1960,671400,126116,28033,323,115,3163,3010,2147,34165,28705,2168,905735.7073170732,3.102564102564102,3.076923076923077,2363.4615384615386,41
CO,Adams County,Thornton,80241,34233,33656,35.8,12228,1761,389800,97149,26600,799,393,1915,7390,1200,33810,29482,2236,461885.34146341466,3.268292682926829,2.951219512195122,2056.268292682927,41
CO,Douglas County,Castle Rock,80108,31545,33259,41.1,11423,1775,678900,163333,27268,660,60,1093,2688,1259,31319,26275,2282,1020894.8536585366,3.658536585365854,3.4878048780487805,3890.951219512195,41
CO,Boulder County,Lafayette,80026,32607,32675,39.7,13831,1753,524100,98807,27517,203,58,1261,5135,1172,32277,26779,3188,950139.487804878,3.475,3.3,2860.05,41
CO,Fremont County,Canon City,81212,31899,32146,44.5,12801,901,226800,54818,28665,1223,302,231,4521,374,31593,27875,1570,349780.85365853657,3.4,2.333333333333333,2090.233333333333,41
CO,Arapahoe County,Englewood,80111,32122,32116,40.4,13444,1776,723000,122884,25449,408,175,4088,2135,2871,32021,25900,2114,925570.6829268292,2.951219512195122,2.731707317073171,2571.951219512195,41
CO,El Paso County,Colorado Springs,80917,31614,32069,33.8,13341,1203,267500,62918,24278,1896,472,899,5497,728,31288,24694,4373,413869.2926829268,3.525,2.5,1955.4,41
CO,Jefferson County,Denver,80226,32232,32063,36.4,14316,1509,407100,68547,25574,619,338,1277,10538,2022,31885,25361,2529,551634.1463414634,88.60526315789474,30.92105263157895,1869.7894736842104,41
CO,El Paso County,Colorado Springs,80910,31827,32038,29.9,13618,1099,207100,46010,17540,4177,492,637,11171,2448,31384,23296,5227,335900.0,3.0,2.15,1596.4146341463415,41
CO,El Paso County,Peyton,80831,30879,31824,38.2,10117,1960,367600,111856,25839,1421,165,419,3263,264,30603,24531,3086,559772.9024390244,4.230769230769231,3.1538461538461537,3008.25641025641,41
CO,Arapahoe County,Littleton,80122,32145,31650,43.6,13007,1807,480500,112162,28609,388,31,983,2594,631,31718,27813,1301,655436.243902439,3.325,2.775,2379.75,41
CO,El Paso County,Colorado Springs,80923,32050,31593,34.4,12022,1741,341700,92332,25003,1467,72,1291,4773,948,31557,25962,3048,455740.85365853657,3.5853658536585367,3.024390243902439,2281.5365853658536,41
CO,Pueblo County,Pueblo,81005,32106,31499,41.4,13636,869,196500,61156,25034,432,818,271,14831,419,31856,27644,3166,357309.512195122,3.375,2.475,2029.4615384615383,41
CO,Mesa County,Grand Junction,81504,31094,31380,37.7,12469,1164,219900,58308,26180,415,493,231,6331,854,30815,25825,3097,548490.1219512195,3.358974358974359,2.3076923076923075,1549.6666666666667,41
CO,Pueblo County,Pueblo,81001,30678,31160,36.4,13773,846,148800,39490,21726,724,1245,226,16475,943,30358,25606,2923,254663.41463414635,3.2,2.15,1770.775,41
CO,El Paso County,Fountain,80817,31450,31132,30.7,11227,1570,286500,74237,22320,3439,222,848,8299,687,31180,24578,3001,387423.7073170732,3.5641025641025643,2.717948717948718,2122.153846153846,41
CO,Boulder County,Boulder,80302,29593,30569,25.4,13252,1645,928800,56362,26064,391,49,1377,1778,1725,29542,16682,6928,1418153.6585365853,273.3783783783784,231.8918918918919,2364.7567567567567,41
CO,Arapahoe County,Littleton,80120,29840,30421,41.5,14065,1262,468500,75859,26063,764,87,610,3225,890,29694,24025,1582,601210.9756097561,3.2439024390243905,2.5853658536585367,2060.19512195122,41
CO,Douglas County,Littleton,80129,30340,29974,39.9,12088,2029,504900,118876,26260,358,55,1499,3365,908,30066,24351,1846,807267.5365853659,3.634146341463415,3.634146341463415,3014.292682926829,41
CO,La Plata County,Durango,81301,29385,29894,40.9,16031,1280,489100,74542,25562,132,1599,290,2525,233,29219,23722,2300,1390982.9268292682,2.914285714285714,3.0,2292.2285714285717,41
CO,El Paso County,Colorado Springs,80922,29623,29750,32.4,10732,1723,318600,95055,21549,1380,104,761,5065,1246,29203,24321,2482,434257.9512195122,3.4878048780487805,3.0,2089.19512195122,41
CO,Denver County,Denver,80238,27921,29391,35.3,10502,1842,637500,144885,20271,2457,29,2344,2565,927,27454,22437,2711,755030.487804878,3.048780487804878,3.5121951219512195,2379.390243902439,41
CO,Jefferson County,Arvada,80005,28909,29155,43.2,11380,1771,480700,122225,26705,208,113,417,2738,277,28625,25813,1297,563297.5609756098,3.024390243902439,2.8292682926829267,1996.560975609756,41
CO,Adams County,Denver,80234,28793,28796,35.7,12374,1556,402800,80475,22735,579,157,1599,7919,1533,28481,23119,2591,470731.7073170732,2.804878048780488,2.2439024390243905,1774.2439024390244,41
CO,El Paso County,Colorado Springs,80919,27788,28624,42.1,11849,1463,432500,102730,23431,797,216,607,2638,629,27625,23146,2491,511775.5853658537,3.175,2.925,2435.15,41
CO,Denver County,Denver,80247,29066,28580,37.2,15933,1499,238900,53001,15203,6826,121,1628,5728,3197,28706,21508,2373,371155.6097560976,2.125,1.9,1399.825,41
CO,El Paso County,Monument,80132,28325,28159,43.3,10139,1818,526000,133914,25660,262,91,836,1789,173,28070,23596,1931,775038.756097561,3.675,3.325,3235.7,41
CO,Douglas County,Castle Rock,80109,27187,27852,35.1,9044,1829,488100,130296,24231,123,58,753,3167,1087,26965,22158,1773,834892.4390243902,4.024390243902439,3.682926829268293,3367.3414634146343,41
CO,El Paso County,Colorado Springs,80907,28549,27628,37.2,13171,1116,266100,59412,23909,726,298,469,4907,930,28297,21457,3695,436270.73170731706,3.3421052631578947,2.763157894736842,1893.2307692307693,41
CO,Jefferson County,Wheat Ridge,80033,27499,27384,42.6,13168,1336,450600,72621,23832,223,357,393,5778,299,27249,22876,2199,721650.9756097561,4.0256410256410255,3.1794871794871797,2128.6666666666665,41
CO,Jefferson County,Denver,80214,26122,26634,35.7,12739,1272,421300,58141,20683,628,268,429,8654,1632,25886,19643,1897,613999.9756097561,2.324324324324324,2.0,1335.0526315789473,41
CO,Pueblo County,Pueblo,81004,26641,26261,37.2,12430,855,126000,40993,20318,719,821,171,12794,417,26306,21066,3580,232741.4634146341,2.702702702702702,1.6216216216216215,1390.8648648648648,41
CO,Broomfield County,Broomfield,80023,24889,25988,40.9,9734,1825,647600,139926,20278,472,15,2504,2104,768,24636,20998,907,1240975.1219512196,3.7560975609756095,3.829268292682927,3698.4634146341455,41
CO,Boulder County,Boulder,80304,25332,25617,41.9,11556,1692,917200,98985,21659,80,130,832,3829,1371,25078,21108,1879,2881637.2682926827,3.8780487804878048,3.731707317073171,3148.7073170731705,41
CO,Douglas County,Littleton,80130,26643,25551,37.6,9555,2298,523100,131715,22139,384,136,2253,2243,870,26395,23239,1006,706957.756097561,3.45,3.275,2733.9,41
CO,Denver County,Denver,80209,24073,25180,37.5,14940,1587,729000,97256,21538,263,41,553,1694,755,23874,18458,2339,1095658.536585366,3.0,2.7948717948717947,2293.74358974359,41
CO,Denver County,Denver,80206,25046,24903,37.5,15326,1438,709600,90263,20928,1146,49,758,2067,606,24754,19132,2551,1572152.4146341465,3.1951219512195124,3.2439024390243905,2667.243902439024,41
CO,Boulder County,Boulder,80303,24810,24865,29.8,12179,1620,775300,69722,20723,311,77,1647,2061,1491,24708,17252,3883,1194753.6585365853,2.783783783783784,2.27027027027027,1838.513513513513,41
CO,Clear Creek County,Evergreen,80439,25255,24764,48.7,11003,1739,641400,132669,23804,128,14,310,1229,263,25121,22256,939,1741890.219512195,3.8684210526315783,3.763157894736842,3908.4210526315783,41
CO,Boulder County,Boulder,80301,25058,24593,37.2,12131,1758,585400,83984,22096,202,46,849,2456,1150,24915,18327,3191,798539.8048780488,2.7804878048780486,2.5853658536585367,1955.121951219512,41
CO,Arapahoe County,Englewood,80110,23787,24190,35.8,10439,1367,361100,73834,17653,1263,283,605,6032,1265,23410,19831,958,455018.85365853657,3.081081081081081,2.027027027027027,1527.2162162162165,41
CO,Larimer County,Fort Collins,80528,23352,24032,35.5,8257,1733,529200,118099,19748,259,19,1131,3042,1253,23226,19285,2282,690268.6585365854,3.5853658536585367,3.1951219512195124,2639.9756097560976,41
CO,Mesa County,Grand Junction,81501,23803,23998,35.3,11174,846,215700,40362,21485,173,191,107,4655,935,23607,16562,4122,418163.3658536585,3.4473684210526314,2.1578947368421053,1674.0,41
CO,El Paso County,Colorado Springs,80921,22725,23767,44.8,9250,1759,494700,131696,18977,505,76,1347,1925,426,22512,18700,1448,900929.1707317074,4.560975609756097,4.097560975609756,3673.775,41
CO,Montrose County,Montrose,81401,23497,23665,46.3,10505,967,256000,53985,20991,38,203,247,4635,913,23397,21147,1105,456850.7073170732,3.1142857142857143,2.3142857142857145,1724.0555555555557,41
CO,Denver County,Denver,80222,24169,23619,37.0,11411,1446,466800,78585,18837,1327,136,710,3476,1497,24038,18540,2132,626958.9512195121,3.025,2.425,1726.475,41
CO,El Paso County,Colorado Springs,80915,22382,23031,33.5,8798,1198,263800,63647,14994,1877,86,603,5059,954,22198,17666,2682,367820.9512195122,3.5365853658536586,2.4390243902439024,1694.341463414634,41
CO,Arapahoe County,Englewood,80113,22548,22784,38.0,11016,1297,574600,82938,19593,571,296,270,2458,457,22288,17778,1377,2012036.5853658535,3.763157894736842,3.6052631578947367,5662.6578947368425,41
CO,Jefferson County,Denver,80232,22352,22707,39.8,9559,1460,385200,77115,18402,138,93,1206,5888,987,22143,19482,978,483135.31707317074,2.926829268292683,2.2439024390243905,1743.9756097560976,41
CO,Douglas County,Lone Tree,80124,22071,22567,39.2,9831,1808,616400,111904,17456,729,191,2384,1267,1689,21889,16667,2134,1053139.0,3.775,3.634146341463415,3673.0,41
CO,Denver County,Denver,80237,22149,22393,35.7,12034,1663,471700,76625,17623,1596,101,526,3001,1259,22033,16719,1853,493641.46341463417,2.609756097560976,2.463414634146341,1790.7073170731708,41
CO,Denver County,Denver,80207,22776,22313,37.1,9066,1495,523900,92042,12254,6145,44,288,4565,960,22421,19442,1256,701092.6829268293,3.4878048780487805,2.1463414634146343,1874.6829268292684,41
CO,El Paso County,Colorado Springs,80908,20622,22049,39.3,7501,1443,546400,120204,17745,789,32,457,1788,322,20383,17670,1920,793889.1707317074,4.4324324324324325,3.72972972972973,3559.9189189189187,41
CO,Denver County,Denver,80203,20972,21650,32.9,15864,1327,398500,61481,17473,1019,30,565,3189,789,20948,13673,3732,480002.31707317074,1.7804878048780488,1.7804878048780488,1154.0487804878048,41
CO,El Paso County,Colorado Springs,80904,21162,21555,47.0,11314,1201,324900,60301,17720,332,200,271,2447,289,20979,17505,1878,778852.9268292683,3.102564102564102,3.075,2618.025641025641,41
CO,Weld County,Evans,80620,20828,21048,28.3,6559,1281,252200,63417,17080,321,229,257,9825,1814,20593,16503,2325,375709.6341463415,3.051282051282051,2.3846153846153846,1596.820512820513,41
CO,Jefferson County,Golden,80403,20831,20809,42.9,8773,1668,602500,129537,19573,145,66,246,919,440,20619,18000,1397,1255387.8048780488,3.78125,3.46875,3790.34375,41
CO,Jefferson County,Arvada,80002,19724,20589,36.7,9482,1511,392100,77893,16763,123,26,328,4972,1165,19517,15638,1687,606225.487804878,3.3076923076923075,2.5128205128205128,1905.6666666666667,41
CO,Denver County,Denver,80212,19778,20418,37.8,10355,1387,584700,100373,16631,210,36,545,3938,467,19348,15980,1305,1071034.0,3.333333333333333,2.871794871794872,2233.948717948718,41
CO,Denver County,Denver,80223,20227,19848,34.4,9167,1408,377000,66069,13621,969,330,858,8651,1689,19987,16684,1846,688657.5609756098,3.1621621621621623,2.72972972972973,2024.0,41
CO,Weld County,Johnstown,80534,18424,19368,35.2,6726,1514,419600,110247,15704,123,91,839,2661,332,18139,15775,699,473139.2195121951,3.2439024390243905,3.0,2151.2195121951218,41
CO,Jefferson County,Denver,80215,19288,19143,41.1,8905,1491,498000,76462,16525,221,415,597,2536,571,19099,15773,1596,649019.512195122,3.025641025641025,2.743589743589744,1993.102564102564,41
CO,Denver County,Denver,80218,19013,18679,35.7,12566,1343,482000,72586,16207,729,65,600,1378,619,18921,13829,2278,556465.8536585366,2.097560975609756,1.951219512195122,1229.8048780487804,41
CO,Denver County,Denver,80224,18995,18613,35.6,8651,1381,448000,70327,12899,2870,80,879,2335,919,18680,14720,1545,689577.8048780488,3.048780487804878,2.5609756097560976,2044.0,41
CO,Routt County,Steamboat Springs,80487,18447,18383,41.2,12745,1581,672900,85222,16322,43,21,233,1380,381,18283,15021,841,2283319.512195122,2.918918918918919,2.707317073170732,2052.6216216216217,41
CO,Denver County,Denver,80202,16952,18180,33.7,12798,1961,642100,97230,13940,446,27,906,2074,602,16916,9631,2484,707991.4634146341,1.4878048780487805,1.6829268292682926,1138.9756097560976,41
CO,Arapahoe County,Littleton,80121,17918,18049,47.9,7396,1682,525400,112568,16526,178,34,235,1348,241,17805,16001,853,1630614.6097560977,4.097560975609756,3.463414634146341,3753.512195121951,41
CO,Jefferson County,Arvada,80007,17132,17641,39.1,6194,2262,658800,146796,15076,10,64,895,1641,560,16902,14256,1131,842729.487804878,3.5128205128205128,3.365853658536585,3025.0243902439024,41
CO,Logan County,Sterling,80751,17718,17263,37.7,7034,789,175400,48671,14669,193,110,70,3175,529,17615,13897,1981,291985.3658536585,3.421052631578948,2.1842105263157894,1883.3947368421047,41
CO,El Paso County,Colorado Springs,80905,16717,17238,35.9,8667,1162,270100,55035,12787,1153,211,396,3496,307,16583,11931,2674,454927.756097561,2.8780487804878048,2.341463414634146,1763.9268292682927,41
CO,Pitkin County,Carbondale,81623,16520,17109,41.4,6909,1621,643200,95929,14152,46,43,106,4793,2200,16394,13647,872,2396585.3658536584,3.5294117647058822,3.073170731707317,3354.3529411764707,41
CO,Morgan County,Fort Morgan,80701,16547,17085,34.9,6425,960,246100,61870,10806,901,374,60,7610,2027,16315,13289,1475,436000.9756097561,3.365853658536585,2.341463414634146,2266.6585365853657,41
CO,El Paso County,Colorado Springs,80903,16844,17046,33.5,7963,943,334900,52963,13021,1158,179,369,2507,484,16665,11441,2798,542118.9512195121,2.8157894736842106,2.1578947368421053,1799.3,41
CO,Adams County,Westminster,80030,16805,16891,36.1,6949,1153,324300,54187,12357,399,209,381,7585,905,16318,14231,571,481981.8181818182,3.65625,2.59375,1818.375,33
CO,Denver County,Denver,80216,15349,16564,30.1,6084,1625,324200,69894,8584,904,154,114,8629,2297,15209,12065,1181,482843.2,2.185185185185185,1.4814814814814814,1073.925925925926,30
CO,Garfield County,Glenwood Springs,81601,16485,16547,39.4,6632,1306,557100,89256,12925,130,25,315,4458,1321,16400,14357,936,1383448.6585365853,2.8529411764705883,2.15,1891.470588235294,41
CO,Mesa County,Fruita,81521,15859,16431,41.6,6084,1271,286800,65823,14102,168,306,127,1493,77,15808,14095,1293,516952.56097560975,3.393939393939394,2.363636363636364,1844.6969696969695,41
CO,Boulder County,Boulder,80305,16153,16280,38.4,7050,2003,788700,107215,13759,91,32,1027,1108,733,16078,12180,2267,1234574.2222222222,3.4814814814814814,2.555555555555556,2003.555555555556,27
CO,Larimer County,Berthoud,80513,15408,16184,44.3,6039,1444,438300,102250,14351,0,111,91,1440,281,15139,13219,619,872217.6829268293,3.5,3.2222222222222223,2828.9189189189187,41
CO,Denver County,Denver,80236,16416,16183,37.7,6293,1501,393700,74487,11851,224,118,593,7129,913,16271,14081,1006,499041.975,2.914285714285714,2.571428571428572,1805.142857142857,40
CO,Mesa County,Grand Junction,81507,15911,16162,50.7,6960,1404,375400,92179,14566,52,17,295,1238,51,15827,14076,1039,1012926.0731707315,3.5161290322580645,3.032258064516129,2557.322580645161,41
CO,Mesa County,Grand Junction,81503,15941,16152,38.6,6499,971,241000,65352,14368,72,195,133,2104,242,15626,13158,1674,350373.5609756097,2.851851851851852,2.1481481481481484,1531.851851851852,41
CO,Jefferson County,Morrison,80465,15679,15783,43.8,6213,1882,484700,114101,13363,249,68,356,1978,377,15546,13424,860,1084479.6341463414,3.9743589743589753,3.625,3178.95,41
CO,Adams County,Brighton,80603,15116,15617,35.7,5363,1558,352500,92760,12664,258,59,62,5981,738,14796,12339,1092,619502.6585365854,3.388888888888889,2.7222222222222223,2080.2162162162163,41
