state,county,city,zip_code,total_population,total_population_2024,median_age,housing_units,median_gross_rent,median_home_value,median_household_income,white_population,black_population,american_indian_alaska_native_population,asian_population,hispanic_latino_population,foreign_born_population,total_moved_last_year,moved_from_different_state,moved_from_abroad,average_price,average_beds,average_baths,average_sqft,num_listings
UT,Kane County,Kanab,84741,6016,6296,46.2,3076,1084,244700,56318,5571,15,172,84,230,22,5989,5054,292,585119.512195122,3.592592592592593,2.4285714285714284,2630.3571428571427,41
UT,Sanpete County,Ephraim,84627,6044,6134,22.1,1905,783,295000,64107,5491,70,0,70,457,187,5939,3736,893,642679.125,3.571428571428572,2.380952380952381,2213.5238095238096,24
UT,Cache County,Wellsville,84339,5865,5915,26.1,1577,798,296300,97045,5463,27,14,13,543,94,5825,5511,184,712215.0,4.5,3.0625,3193.125,26
UT,Millard County,Delta,84624,5739,5717,35.3,2254,834,202100,66198,4986,31,41,65,813,231,5698,4813,611,422220.7037037037,3.8461538461538463,2.2142857142857144,2118.3571428571427,27
UT,Cache County,Hyde Park,84318,5206,5298,26.5,1467,963,338500,81597,5032,5,46,0,306,78,5082,4721,193,729137.1707317074,4.342857142857143,3.1714285714285717,2263.742857142857,41
UT,Box Elder County,Garland,84312,4928,4939,30.3,1600,745,247300,67482,4467,0,23,45,668,37,4797,4229,332,459616.0,3.272727272727273,2.272727272727273,2186.7727272727275,25
UT,Weber County,Eden,84310,5327,4717,38.8,2428,2526,589000,125231,5181,83,0,63,135,28,5314,4920,53,1170051.1707317072,3.8620689655172415,3.6206896551724137,3339.689655172414,41
UT,Sanpete County,Mount Pleasant,84647,4582,4562,32.8,1606,1130,215100,64063,4213,41,13,37,135,118,4509,3860,198,857415.8536585366,6.1,3.761904761904762,143426.47619047618,41
UT,Summit County,Coalville,84017,5089,4554,35.1,2110,1039,340900,80117,4161,69,106,0,1329,309,5027,4281,393,1512281.2926829269,2.736842105263158,1.8125,3106.6470588235293,41
UT,San Juan County,Blanding,84511,4506,4488,29.6,1526,792,208200,62452,3385,8,811,35,443,20,4409,3847,294,262168.4210526316,3.909090909090909,2.272727272727273,2248.090909090909,19
UT,Washington County,La Verkin,84745,4286,4360,34.6,1544,1118,239000,51058,3657,0,19,0,658,323,4240,3746,297,833228.5714285715,4.130434782608695,2.121212121212121,40174.69696969697,35
UT,Carbon County,Helper,84526,4228,4257,43.5,2576,673,163100,59134,4027,2,25,0,268,15,4183,3721,353,596495.0975609756,4.25,2.5517241379310347,3185.464285714286,41
UT,Sevier County,Monroe,84754,4024,4059,42.0,1658,-666666666,215700,61893,3824,17,6,30,131,1,4001,3516,195,332565.3846153846,3.6,1.7692307692307692,16385.153846153848,26
UT,Beaver County,Beaver,84713,3437,3725,37.2,1707,933,247200,75395,3200,11,35,0,310,93,3358,3125,142,379326.56097560975,3.24,1.8666666666666667,4077.1666666666665,41
UT,Sanpete County,Gunnison,84634,3752,3658,37.5,638,985,216000,73375,2359,66,24,53,1027,356,3743,2651,93,721383.3333333334,4.545454545454546,3.0,3441.5454545454545,12
UT,Davis County,Hill Afb,84056,3566,3482,22.9,1038,1446,-666666666,61700,2820,216,0,113,319,60,3399,2290,122,,,,,0
UT,Sanpete County,Manti,84642,3577,3365,34.4,1281,1007,189400,47131,3229,71,71,11,173,58,3486,3084,210,469445.7916666667,4.133333333333334,3.0,3243.266666666667,24
UT,Box Elder County,Willard,84340,3380,3301,36.5,1131,1267,295500,89779,3215,0,3,28,176,4,3363,2713,104,508043.8888888889,4.130434782608695,3.0434782608695654,2431.304347826087,27
UT,Sanpete County,Fairview,84629,3309,3273,44.0,1972,1105,259600,61921,3263,0,0,0,35,44,3290,3054,68,362263.1707317073,3.75,2.4166666666666665,3235.25,41
UT,Duchesne County,Duchesne,84021,3591,3272,36.4,1840,906,173900,57428,3310,10,26,0,308,92,3557,3008,264,915878.024390244,4.0,2.739130434782609,2214.409090909091,41
UT,Cache County,Richmond,84333,3025,3084,35.5,967,761,262700,74375,2914,14,8,0,127,0,3006,2740,168,571374.9736842106,4.24,3.16,2311.56,38
UT,Iron County,Parowan,84761,2927,3069,43.1,1414,916,182500,43705,2630,0,127,12,195,29,2927,2760,136,541215.8292682926,3.761904761904762,1.9666666666666663,45639.96666666667,41
UT,Millard County,Fillmore,84631,2927,2986,36.1,1002,649,188600,70263,2433,2,0,109,490,224,2905,2706,126,389551.8148148148,3.210526315789474,2.1052631578947367,2057.5263157894738,27
UT,Juab County,Mona,84645,3064,2937,21.5,752,908,313000,85917,2903,0,34,0,139,15,3016,2822,59,656618.1818181818,5.545454545454546,3.636363636363636,4133.818181818182,22
UT,San Juan County,Monticello,84535,2968,2885,38.0,1172,1054,213800,69828,2736,37,147,0,242,58,2855,2498,62,782545.4545454546,2.9166666666666665,1.7333333333333334,101574.28571428572,22
UT,Emery County,Huntington,84528,2835,2801,36.5,1094,599,145400,62500,2665,0,46,0,193,41,2829,2569,139,310000.0,3.75,2.25,1807.2,5
UT,Cache County,Lewiston,84320,2602,2746,32.1,796,793,241500,66406,2454,0,40,0,108,47,2555,2378,114,764447.0,4.5,2.875,2830.555555555556,17
UT,Salt Lake County,Salt Lake City,84112,2393,2671,21.3,236,915,-666666666,21071,1740,31,0,431,161,447,2393,1058,417,,,,,0
UT,Weber County,Huntsville,84317,2682,2574,52.6,2534,-666666666,450000,95885,2610,0,0,9,77,10,2681,2358,96,1482970.731707317,4.0,3.75,3974.5,41
UT,Sevier County,Salina,84654,2533,2535,37.0,1283,743,174500,55469,2362,7,28,13,251,99,2505,2150,138,319860.0,3.571428571428572,2.4285714285714284,2310.5714285714284,10
UT,San Juan County,Montezuma Creek,84534,2646,2386,31.2,997,622,58900,40375,30,0,2578,0,28,0,2604,2538,12,,,,,0
UT,Beaver County,Milford,84751,2481,2348,25.4,738,922,156400,76964,2094,0,11,0,501,257,2404,2367,10,226035.7142857143,4.0,2.2857142857142856,3830.142857142857,14
UT,Tooele County,Stockton,84071,2168,2266,37.5,640,644,341700,115195,2093,0,8,31,342,0,2168,2002,118,531225.0,4.666666666666667,3.0,3628.3333333333335,8
UT,Cache County,Mendon,84325,2166,2263,38.1,688,685,368300,103365,2052,16,0,0,80,37,2161,1836,57,577900.0,3.25,2.0,2025.75,12
UT,Garfield County,Panguitch,84759,2273,2199,37.6,1294,684,215500,58667,2062,6,99,1,92,25,2261,2137,16,723521.9512195121,3.333333333333333,1.3461538461538465,115491.5,41
UT,Cache County,Millville,84326,2089,2072,35.4,744,831,328900,71188,1810,0,0,14,212,21,2072,1836,188,656466.3333333334,6.0,3.6666666666666665,3343.333333333333,3
UT,Washington County,Toquerville,84774,1818,2034,35.8,613,1450,352200,80357,1555,8,0,4,119,11,1818,1691,34,1139725.0,3.9375,2.4444444444444446,88141.16666666667,20
UT,Cache County,Paradise,84328,1517,1718,41.1,532,850,404300,81667,1491,0,4,1,14,13,1508,1418,40,1107166.6666666667,5.0,2.5,3304.5,6
UT,Summit County,Oakley,84055,1571,1701,35.7,1491,-666666666,428400,97031,1541,13,0,2,46,18,1556,1394,56,979950.0,4.0,1.0,2226.0,2
UT,Sanpete County,Moroni,84646,1559,1686,36.0,592,710,177300,56154,1254,3,0,30,348,39,1531,1379,37,1286771.4285714286,3.2857142857142856,1.875,2352.714285714286,14
UT,Emery County,Ferron,84523,1740,1643,39.3,654,554,168400,65365,1737,0,0,0,45,6,1731,1480,101,516914.28571428574,4.571428571428571,3.142857142857143,2971.1428571428573,7
UT,Utah County,Provo,84602,1748,1606,19.1,134,411,-666666666,32604,1623,11,0,38,63,59,1748,395,308,,,,,0
UT,Sanpete County,Spring City,84662,1517,1594,39.9,577,936,232400,60250,1412,4,42,5,44,17,1517,1435,22,689064.2857142857,4.4,2.6,3329.6,21
UT,Washington County,Enterprise,84725,1563,1566,30.6,542,1205,251100,66389,1535,0,0,0,28,12,1555,1460,0,969094.0,5.117647058823529,2.6956521739130435,80698.20833333333,25
UT,Carbon County,Wellington,84542,1439,1506,38.9,717,704,132300,51827,1338,14,0,0,152,50,1439,1279,71,526023.4705882353,3.4,2.0,2657.0,17
UT,San Juan County,Monument Valley New,84536,1495,1419,33.9,571,-666666666,35000,21855,76,0,1418,0,6,2,1476,1468,3,,,,,0
UT,Sanpete County,Fountain Green,84632,1147,1416,39.8,409,923,210000,62386,1095,0,0,0,26,13,1143,971,69,409750.0,4.0,3.0,2400.0,4
UT,Sanpete County,Centerfield,84622,1291,1372,36.4,511,733,233500,63281,1179,0,0,0,92,44,1271,1108,55,387166.6666666667,3.25,2.375,2927.0,9
UT,Box Elder County,Mantua,84324,1075,1348,34.3,330,983,395600,109464,1020,22,1,1,36,2,1071,996,28,1099433.3333333333,5.333333333333333,3.333333333333333,4743.0,9
UT,Emery County,Castle Dale,84513,1375,1347,36.3,615,685,143800,53348,1350,0,0,0,36,58,1375,1278,88,322171.3571428572,4.0,2.8,2223.0,14
UT,Emery County,Orangeville,84537,1083,1340,38.2,557,777,156000,76250,1060,0,0,0,39,0,1069,986,45,379480.0,3.75,2.75,2435.5,5
UT,Washington County,New Harmony,84757,1265,1305,57.3,639,1401,471300,65833,1236,0,0,18,55,6,1260,1039,5,771110.243902439,5.0,0.9696969696969696,477192.69696969696,41
UT,Duchesne County,Myton,84052,1267,1285,34.2,456,686,158400,61417,978,5,175,19,76,23,1254,1145,47,250833.3333333333,2.5,1.5,1446.0,3
UT,Washington County,Leeds,84746,1187,1272,54.8,560,836,367500,71792,1156,0,9,0,30,36,1187,1156,20,1106053.0,4.071428571428571,3.0,2999.2,15
UT,Box Elder County,Corinne,84307,1186,1235,34.6,398,850,245500,68542,1088,4,18,2,98,6,1179,1130,16,358499.8,3.5,2.5,2336.0,5
UT,Box Elder County,Honeyville,84314,1218,1235,27.7,364,1036,276400,88864,1197,6,0,5,51,0,1194,997,86,594271.4285714285,5.0,3.0,2436.0,7
UT,Tooele County,Wendover,84083,1161,1163,30.0,520,598,136700,43529,720,0,0,5,751,285,1151,1074,12,15000.0,,0.0,1306800.0,1
UT,Sevier County,Elsinore,84724,1069,1107,48.2,473,820,150000,56250,892,0,16,10,89,0,1063,900,163,282436.2727272727,4.0,2.333333333333333,2011.6666666666667,11
UT,Sevier County,Aurora,84620,1183,1083,37.7,458,675,171200,85000,1150,4,0,0,29,0,1175,1097,18,416625.0,4.333333333333333,2.0,2047.3333333333333,4
UT,Carbon County,East Carbon,84520,1134,1079,39.0,632,777,67200,34609,1083,0,15,0,248,0,1134,1013,20,116181.72727272728,2.75,1.375,1342.7777777777778,11
UT,Washington County,Hildale,84784,1069,1076,24.9,250,983,340600,62857,1000,0,0,0,69,0,1063,992,7,344000.0,4.0,2.5,2636.0,2
UT,Summit County,Henefer,84033,1073,1051,36.3,346,775,310000,81648,1038,0,0,0,38,5,1054,1048,0,669950.0,3.0,3.0,2100.0,2
UT,Cache County,Newton,84327,925,1041,32.3,259,582,259300,66202,884,5,0,0,22,14,916,896,11,410316.6666666667,3.333333333333333,3.0,2380.333333333333,6
UT,Beaver County,Minersville,84752,1035,1020,31.5,341,919,201300,58125,1016,0,0,0,48,10,1007,1007,0,144750.0,2.0,0.5,7030.0,4
UT,Salt Lake County,Bingham Canyon,84006,1042,1017,31.7,336,1325,274600,70076,876,3,8,1,194,17,1042,988,48,350000.0,3.0,1.0,1365.0,1
UT,Rich County,Randolph,84064,976,1012,28.2,235,571,150000,75069,861,0,0,0,86,0,976,953,1,,,,,0
UT,Iron County,Paragonah,84760,982,1008,35.6,438,1029,218100,46042,934,0,4,24,24,5,980,927,15,937293.75,3.0,0.75,13537.875,16
UT,Wayne County,Loa,84747,1064,966,33.3,565,805,260000,62188,1027,0,15,0,8,0,1047,847,45,273487.5,2.25,1.3333333333333333,301576.8,8
UT,Sevier County,Redmond,84652,943,963,33.3,315,758,171700,60714,909,0,0,4,33,9,928,832,24,227077.77777777775,4.0,2.5,2848.0,9
UT,Washington County,Dammeron Valley,84783,1042,943,62.5,480,-666666666,449200,59722,1042,0,0,0,0,30,1042,901,128,1127494.4444444445,3.076923076923077,1.8888888888888888,207613.5,18
UT,Juab County,Eureka,84628,629,927,47.5,296,-666666666,150500,60529,594,0,3,0,60,10,624,610,14,343971.4285714286,3.4,2.6,2540.2,7
UT,Millard County,Hinckley,84635,836,905,29.1,359,901,97100,64500,615,0,47,0,196,64,825,602,84,187633.3333333333,4.0,1.8,1938.8,9
UT,Washington County,Central,84722,927,902,49.3,428,-666666666,294200,54479,927,0,0,0,0,0,894,822,3,629087.5,3.5,0.5714285714285714,589657.8571428572,8
UT,Emery County,Green River,84525,822,890,40.9,423,484,104600,40227,798,0,0,0,264,86,807,721,0,899142.8571428572,3.0,6.5,4565.5,7
UT,Box Elder County,Fielding,84311,951,884,26.2,281,833,244900,58125,843,2,0,0,61,3,926,888,22,556285.7142857143,11.0,6.5,4600.5,7
UT,Utah County,Goshen,84633,1003,865,30.2,352,1005,225000,84531,842,0,4,2,292,59,999,856,84,1287800.0,7.5,4.5,6932.0,5
UT,Millard County,Kanosh,84637,750,845,22.5,274,-666666666,188600,65417,612,0,58,5,71,39,737,666,10,810000.0,6.5,4.5,4730.5,3
UT,Uintah County,Fort Duchesne,84026,825,831,30.2,451,605,135700,28281,228,0,597,0,83,0,820,657,58,49999.66666666666,,,,3
UT,Sevier County,Annabella,84711,887,818,40.1,322,-666666666,225000,81000,849,0,20,0,0,0,878,843,30,485000.0,5.0,3.0,2928.0,1
UT,Garfield County,Escalante,84726,716,815,56.0,525,743,184400,39808,702,0,2,0,88,35,716,664,26,464423.07692307694,3.0,1.6363636363636365,12586.181818181818,13
UT,Iron County,Beryl,84714,751,811,44.7,403,-666666666,217300,57314,601,0,0,0,188,150,751,751,0,110007.31707317074,3.0,0.3548387096774194,402050.0967741936,41
UT,Juab County,Levan,84639,891,803,32.9,342,840,221500,67679,878,0,0,0,25,0,885,773,55,357699.8076923077,3.8,2.0,1933.2,26
UT,Millard County,Oak City,84649,913,795,36.6,355,530,167200,71367,877,0,0,0,13,13,881,786,2,375000.0,7.0,4.0,3681.0,1
UT,Emery County,Cleveland,84518,978,793,31.1,328,706,189200,76685,952,0,20,0,36,0,976,912,14,303300.0,4.5,3.0,3514.0,3
UT,Wasatch County,Wallsburg,84082,849,792,43.4,303,-666666666,438400,137222,839,0,0,0,10,10,844,800,5,1981964.2857142857,5.0,1.75,3432.0,14
UT,Washington County,Virgin,84779,806,787,48.0,633,881,371300,76250,746,0,13,0,34,8,806,703,46,2486534.695652174,3.142857142857143,1.1,303021.45,23
UT,Box Elder County,Bear River City,84301,760,779,35.8,291,1318,252500,65000,694,0,6,14,65,34,753,711,16,404500.0,5.0,3.0,2720.0,2
UT,Duchesne County,Neola,84053,695,768,36.6,213,-666666666,170600,72292,640,0,33,0,0,0,695,581,89,84900.0,,,,1
UT,San Juan County,Bluff,84512,789,762,41.7,378,-666666666,74000,45750,90,0,695,0,25,0,789,772,7,757500.0,0.0,0.0,0.0,8
UT,Box Elder County,Deweyville,84309,435,735,49.4,247,-666666666,291700,88750,423,0,3,0,25,0,431,408,9,235089.75,,,,4
UT,Utah County,Cedar Valley,84013,927,703,24.3,218,-666666666,349200,95625,926,0,1,0,4,0,901,771,127,1111842.7142857143,4.2,3.0,2478.6,7
UT,Duchesne County,Altamont,84001,684,693,27.7,240,725,192700,77639,676,4,0,0,17,1,675,612,39,637500.0,5.5,3.0,3164.0,2
UT,Sevier County,Sigurd,84657,598,693,26.7,177,871,203800,55714,443,0,0,8,152,55,598,581,14,221666.66666666663,3.0,1.5,1920.0,3
UT,Sevier County,Glenwood,84730,627,675,49.4,246,650,253800,88269,602,0,14,0,20,5,627,597,15,898250.0,5.666666666666667,4.333333333333333,4697.0,4
UT,Washington County,Springdale,84767,684,666,49.4,353,725,694000,64688,609,35,0,0,52,41,684,538,63,1166200.4827586208,3.2,1.3846153846153846,45953.769230769234,29
UT,Cache County,Clarkston,84305,681,659,36.3,292,738,215400,55694,680,0,0,0,9,0,668,653,9,437966.6666666667,3.0,2.5,2617.0,3
UT,Duchesne County,Fruitland,84027,690,654,48.4,987,-666666666,192500,47708,677,0,0,0,134,0,667,602,57,274531.9615384616,2.357142857142857,2.0,1507.7857142857142,26
UT,Rich County,Garden City,84028,473,653,36.1,2074,800,275000,47132,402,0,0,0,71,53,473,465,0,443680.4878048781,3.8846153846153846,3.1538461538461537,2369.076923076923,41
UT,Emery County,Elmo,84521,576,650,46.9,239,639,149500,57500,538,0,0,0,27,14,576,537,13,242980.0,3.0,2.5,3856.0,5
UT,Sanpete County,Sterling,84665,621,616,42.8,233,-666666666,246300,69167,559,14,10,0,35,29,621,545,8,184666.3333333333,2.0,1.0,1616.0,3
UT,Sevier County,Joseph,84739,657,615,32.8,231,850,173100,57266,576,0,52,0,4,2,647,558,46,994760.0,3.0,2.5,2448.75,5
UT,Utah County,Elberta,84626,496,614,25.4,108,-666666666,319700,66708,356,0,0,0,125,0,423,292,121,,,,,0
UT,Kane County,Orderville,84758,536,611,31.1,273,850,198100,66964,523,0,0,0,3,0,502,490,10,804442.1052631579,3.2,1.625,139708.77777777778,19
UT,San Juan County,Mexican Hat,84531,478,606,35.4,142,-666666666,29700,-666666666,0,0,478,0,0,0,471,471,0,,,,,0
UT,Tooele County,Dugway,84022,536,587,44.9,374,878,-666666666,95435,434,34,0,0,73,0,525,410,32,1950000.0,,,,2
UT,Piute County,Marysvale,84750,591,585,56.2,337,-666666666,213000,24079,563,5,0,0,23,0,584,573,0,557980.0,3.6,2.6,2186.8,5
UT,Cache County,Trenton,84338,561,567,29.8,187,575,241000,55500,545,0,0,1,72,12,552,533,12,925000.0,,,,2
UT,Sanpete County,Mayfield,84643,526,560,39.1,237,859,285400,60786,515,0,9,0,2,1,524,447,44,213446.39285714287,3.8333333333333335,2.6666666666666665,3169.0,28
UT,Millard County,Holden,84636,513,526,37.2,193,1057,166800,71250,500,0,0,0,8,0,509,465,22,899000.0,6.0,3.0,3680.0,1
UT,Garfield County,Tropic,84776,463,524,56.4,277,925,185100,40625,463,0,0,0,0,6,458,436,12,1002909.0,8.0,1.125,1762562.875,11
UT,Washington County,Veyo,84782,470,519,57.4,265,-666666666,312200,64135,356,0,0,0,48,0,470,441,29,510000.0,4.0,2.0,2268.5,2
UT,Daggett County,Manila,84046,420,501,38.1,835,-666666666,176900,57917,382,0,1,0,17,0,407,340,49,1039271.4285714284,2.636363636363636,2.1818181818181817,1427.090909090909,14
UT,Uintah County,Lapoint,84039,507,497,39.8,267,-666666666,173900,55750,395,0,98,0,0,0,507,486,0,1021350.0,2.75,2.25,2682.5,4
UT,Sanpete County,Fayette,84630,431,491,20.3,153,763,175000,-666666666,217,0,0,0,206,115,431,399,27,358333.3333333333,4.0,1.5,33955.5,3
UT,Duchesne County,Mountain Home,84051,528,484,28.6,174,-666666666,205800,125476,506,0,0,0,0,0,522,515,7,,,,,0
UT,Uintah County,Tridell,84076,464,484,33.5,116,-666666666,-666666666,108333,273,0,146,0,0,0,464,457,0,365000.0,4.0,2.0,1560.0,1
UT,Wayne County,Bicknell,84715,352,483,47.8,220,765,194200,47917,345,0,0,0,31,3,344,337,7,1600000.0,4.0,1.0,1590.0,1
UT,Uintah County,Jensen,84035,476,472,45.3,256,-666666666,150600,41447,476,0,0,0,0,0,476,476,0,632475.0,4.666666666666667,3.333333333333333,2685.333333333333,4
UT,Rich County,Laketown,84038,587,471,43.3,523,-666666666,342500,84063,542,0,0,1,44,0,568,537,3,6044633.333333333,3.0,2.0,2141.0,3
UT,Garfield County,Boulder,84716,419,467,48.5,267,721,196400,50625,386,0,0,0,33,6,419,389,3,1762500.0,3.0,2.0,2254.0,2
UT,Tooele County,Rush Valley,84069,507,437,40.9,214,988,265200,75909,479,0,2,0,27,3,501,438,29,1100000.0,3.0,3.0,4998.0,1
UT,Piute County,Circleville,84723,532,431,42.5,202,725,221500,55625,461,0,0,0,57,12,532,522,4,,,,,0
UT,Box Elder County,Snowville,84336,299,416,36.9,128,775,170400,71250,299,0,0,0,6,1,299,295,4,444500.0,3.0,2.0,1602.5,2
UT,Sanpete County,Wales,84667,372,415,33.3,116,819,244200,59635,357,0,0,0,27,0,372,291,18,233300.0,5.0,1.0,1600.0,3
UT,Duchesne County,Bluebell,84007,414,410,24.4,162,-666666666,230000,79830,406,0,0,0,8,0,412,280,128,,,,,0
UT,Rich County,Woodruff,84086,471,407,42.3,189,-666666666,151300,57500,452,0,0,0,19,0,471,471,0,,,,,0
UT,Millard County,Scipio,84656,358,400,36.6,144,767,185600,76250,355,0,0,0,3,0,356,324,14,339000.0,5.0,2.0,2180.0,2
UT,Duchesne County,Tabiona,84072,394,384,44.3,338,831,260900,56500,387,0,0,0,0,3,392,348,28,195125.0,3.0,2.0,1494.0,4
UT,Kane County,Glendale,84729,414,375,22.0,201,-666666666,151100,56607,414,0,0,0,0,0,414,393,15,590966.6666666666,2.5,1.5,1140.0,6
UT,Emery County,Emery,84522,375,373,40.6,146,-666666666,93300,66875,339,7,0,0,0,0,375,329,15,,,,,0
UT,Box Elder County,Plymouth,84330,359,371,40.9,140,-666666666,228300,67917,344,0,7,0,11,3,359,323,25,451950.0,4.0,1.5,2304.0,2
UT,Carbon County,Sunnyside,84539,390,362,46.3,195,-666666666,39100,46000,354,0,15,0,36,0,383,352,18,2222592.333333333,2.75,0.8,1047.5,6
UT,Piute County,Kingston,84743,280,362,51.6,113,-666666666,216700,-666666666,280,0,0,0,0,0,280,271,9,799950.0,5.5,3.5,3639.5,2
UT,Iron County,Newcastle,84756,279,360,63.3,126,-666666666,-666666666,-666666666,279,0,0,0,0,0,279,279,0,82900.0,,0.0,219106.0,3
UT,Wayne County,Torrey,84775,376,352,59.0,416,-666666666,-666666666,79414,376,0,0,0,77,97,376,305,59,543600.0,2.0,1.5,1701.0,5
UT,Iron County,Kanarraville,84742,330,347,57.4,147,663,255000,61250,328,0,0,0,0,3,329,253,58,368184.6341463415,3.911764705882353,2.3684210526315788,5340.51282051282,41
UT,Kane County,Alton,84710,424,331,41.1,221,1018,280000,47813,240,0,178,0,0,0,414,361,0,402615.7894736842,3.0,1.818181818181818,74924.81818181818,19
UT,Millard County,Leamington,84638,321,328,38.4,97,788,200700,69375,264,0,0,3,28,0,314,288,0,250000.0,2.0,1.0,980.0,1
UT,Box Elder County,Collinston,84306,321,322,40.1,124,-666666666,389900,94559,321,0,0,0,0,0,309,309,0,975000.0,6.0,4.0,4264.0,1
UT,Box Elder County,Howell,84316,339,315,36.7,115,883,158900,75764,324,0,0,0,16,0,338,316,8,,,,,0
UT,Uintah County,Randlett,84063,234,310,48.7,218,-666666666,233000,28542,155,0,72,1,58,21,229,218,1,2346750.0,4.5,2.5,2087.0,4
UT,Washington County,Pine Valley,84781,351,310,35.8,591,-666666666,424600,111176,351,0,0,0,0,0,351,319,32,552833.3333333334,3.25,2.0,6845.166666666667,6
UT,Summit County,Peoa,84061,359,307,54.9,192,930,602300,100347,359,0,0,0,7,0,350,303,7,2672769.230769231,5.333333333333333,3.1,5703.333333333333,13
UT,Wayne County,Teasdale,84773,160,296,33.9,176,-666666666,169400,34615,160,0,0,0,0,0,160,160,0,762500.0,3.0,3.0,3913.0,2
UT,Morgan County,Croydon,84018,287,291,15.8,74,-666666666,380000,-666666666,287,0,0,0,0,0,287,227,0,,,,,0
UT,Piute County,Junction,84740,301,288,50.5,129,-666666666,145000,-666666666,301,0,0,0,0,0,301,299,0,,,,,0
UT,Garfield County,Henrieville,84736,305,286,27.2,122,-666666666,124200,62639,267,0,31,0,3,3,305,253,7,190000.0,2.0,2.0,1065.0,1
UT,Uintah County,Whiterocks,84085,309,283,36.8,156,-666666666,151000,67500,116,0,193,0,0,0,309,293,6,1298000.0,4.5,2.5,700.0,2
UT,Garfield County,Bryce,84764,258,283,33.5,182,655,-666666666,51359,258,0,0,0,97,45,258,191,0,1362500.0,,0.0,15681.0,2
UT,Duchesne County,Altonah,84002,268,275,35.2,115,-666666666,209100,73125,259,0,0,0,5,0,268,268,0,,,,,0
UT,San Juan County,La Sal,84530,113,270,60.6,90,-666666666,-666666666,-666666666,113,0,0,0,67,0,113,113,0,276865.75,2.857142857142857,2.0,1579.142857142857,24
UT,Cache County,Cornish,84308,282,265,35.0,98,650,244200,55625,265,0,0,0,22,8,274,233,18,,,,,0
UT,Garfield County,Cannonville,84718,374,265,34.5,155,1009,173800,-666666666,289,0,85,0,0,0,374,370,0,295000.0,,0.0,397267.0,1
UT,Salt Lake County,Salt Lake City,84113,206,259,20.4,0,-666666666,-666666666,-666666666,140,11,0,15,6,28,206,94,25,,,,,0
UT,Sevier County,Koosharem,84744,311,259,18.6,203,613,155200,53182,304,0,0,0,17,0,311,226,3,650000.0,7.0,7.0,6531.0,1
UT,Washington County,Gunlock,84733,257,251,51.7,151,-666666666,-666666666,-666666666,184,0,0,0,0,0,257,225,32,799000.0,,0.0,1273258.0,1
UT,Millard County,Meadow,84644,238,244,38.6,120,813,196900,45000,222,0,4,0,10,4,233,185,11,379000.0,2.0,1.0,1294.0,1
UT,Iron County,Summit,84772,241,234,54.6,97,641,292900,36635,241,0,0,0,13,0,241,228,13,741050.0,,0.0,5700000.0,9
UT,Tooele County,Vernon,84080,244,228,43.0,126,1100,187500,47857,226,0,0,0,14,0,242,206,11,,,,,0
UT,Box Elder County,Portage,84331,269,226,33.8,142,1125,221900,51250,253,1,2,0,11,0,258,233,2,346333.3333333333,3.0,1.5,2306.0,3
UT,Wayne County,Hanksville,84734,310,223,34.0,173,573,114300,34063,297,0,0,0,39,0,306,261,11,2766250.0,20.0,19.0,8697.0,2
UT,Millard County,Lynndyl,84640,216,222,28.2,79,-666666666,207700,50000,209,0,0,2,2,2,216,191,13,,,,,0
UT,Wayne County,Lyman,84749,238,200,41.7,120,-666666666,300000,70000,238,0,0,0,0,9,235,231,0,,,,,0
UT,Garfield County,Hatch,84735,160,194,62.3,294,-666666666,400000,87250,160,0,0,0,0,0,160,114,11,616131.8181818182,4.75,2.0,355366.44444444444,22
UT,Duchesne County,Hanna,84031,153,189,44.3,312,-666666666,-666666666,117969,153,0,0,0,0,0,153,127,0,250000.0,,,,1
UT,Washington County,Rockville,84763,199,180,66.1,181,960,380400,39500,182,0,0,0,3,0,195,195,0,1385111.111111111,4.0,2.111111111111111,266907.3333333333,9
UT,Box Elder County,Riverside,84334,338,178,16.6,64,-666666666,250000,-666666666,338,0,0,0,0,0,323,302,0,,,,,0
UT,Duchesne County,Talmage,84073,316,165,35.3,150,-666666666,188100,56563,309,0,0,0,0,0,316,257,42,,,,,0
UT,Box Elder County,Park Valley,84329,112,150,29.7,88,-666666666,-666666666,-666666666,112,0,0,0,0,0,103,84,19,1262591.6666666667,,,,6
UT,Sevier County,Sevier,84766,232,147,28.1,111,-666666666,178200,75556,232,0,0,0,0,0,220,220,0,8303333.333333333,,,,3
UT,Tooele County,Ibapah,84034,144,146,40.5,91,-666666666,77000,53750,20,0,119,0,7,0,144,124,16,,,,,0
UT,Daggett County,Dutch John,84023,121,121,51.3,306,248,295800,43229,121,0,0,0,0,0,121,114,0,649996.6666666666,3.333333333333333,2.0,1488.0,3
UT,Piute County,Antimony,84712,124,121,62.0,156,-666666666,225000,41339,124,0,0,0,0,0,122,104,15,964866.6666666666,3.6666666666666665,2.0,13948.5,9
UT,Cache County,Cache Junction,84304,106,105,18.4,29,-666666666,-666666666,-666666666,106,0,0,0,0,0,106,106,0,,,,,0
UT,San Juan County,Lake Powell,84533,112,102,40.1,58,-666666666,-666666666,-666666666,88,11,0,0,11,0,112,45,13,176333.33333333334,2.6666666666666665,1.6666666666666667,1227.3333333333333,6
UT,Sanpete County,Chester,84623,151,98,24.0,73,-666666666,-666666666,-666666666,39,0,0,0,112,50,125,125,0,,,,,0
